Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result
2009_Duke,ACC,37,30,117.67,93.329,0.934812,50.5104,47.8105,17.622,2.0,16.0
2009_Oklahoma,B12,36,30,118.64,94.338,0.933413,55.26,45.838,20.1141,2.0,8.0
2009_Villanova,BE,38,30,114.622,91.214,0.932314,50.897,47.386,19.07,3.0,4.0
2009_Syracuse,BE,37,27,117.11,93.533,0.929815,54.416,46.764,20.8186,3.0,16.0
2009_Arizona_St_,P10,35,25,118.06,94.64,0.927316,56.42,47.077,18.655,6.0,32.0
2009_Purdue,B10,37,27,110.159,88.85,0.922817,50.0125,44.19,17.316,5.0,16.0
2009_Washington,P10,34,25,112.437,90.812,0.921618,48.8174,46.867,20.1141,4.0,32.0
2009_Marquette,BE,35,25,117.38,95.955,0.910419,51.283,50.9251,16.711,6.0,32.0
2009_BYU,MWC,32,24,113.826,93.636,0.90462,54.811,45.941,16.58,8.0,
2009_Xavier,A10,35,27,109.963,90.811,0.900521,52.262,43.77,21.7229,4.0,16.0
2009_Clemson,ACC,32,23,116.614,96.566,0.898822,52.845,48.3125,20.2148,7.0,
2009_Texas,B12,35,23,112.339,93.026,0.897623,48.5189,46.043,18.655,7.0,32.0
2009_USC,P10,35,22,110.062,91.516,0.893024,50.897,46.349,21.221,10.0,32.0
2009_Illinois,B10,34,24,106.2102,88.44,0.891925,51.186,44.21,19.493,5.0,
2009_Wake_Forest,ACC,31,24,111.943,93.431,0.888226,52.456,45.23,21.1201,4.0,
2009_Oklahoma_St_,B12,35,23,116.912,97.881,0.886027,54.02,50.2219,17.014,8.0,32.0
2009_Wisconsin,B10,33,20,112.24,94.844,0.874829,49.9131,48.9155,16.69,12.0,32.0
2009_Tennessee,SEC,34,21,115.32,97.573,0.87363,50.994,50.6239,18.655,9.0,
2009_Utah,MWC,33,24,110.258,93.328,0.871731,54.613,45.129,21.0197,5.0,
2009_California,P10,33,22,116.813,99.4117,0.864532,54.02,49.0157,18.029,7.0,
2009_Ohio_St_,B10,33,22,112.733,96.26,0.861433,54.811,47.7101,21.1201,8.0,
2009_Florida_St_,ACC,35,25,105.8106,90.71,0.854739,49.216,44.717,22.9283,5.0,
2009_Arizona,P10,35,21,118.45,101.7159,0.85264,53.039,51.0253,19.493,12.0,16.0
2009_Michigan,B10,34,20,111.446,96.158,0.846542,50.2118,49.0157,18.029,10.0,32.0
2009_Texas_A_M,B12,33,23,113.528,97.982,0.845843,50.4107,48.8148,19.281,9.0,32.0
2009_LSU,SEC,35,27,112.041,96.767,0.845045,49.9131,45.634,17.726,8.0,32.0
2009_Minnesota,B10,32,21,106.599,92.018,0.842646,49.6147,47.077,22.4263,10.0,
2009_Butler,Horz,31,25,109.764,95.148,0.837848,51.768,44.615,20.1141,9.0,
2009_Maryland,ACC,35,21,110.454,96.261,0.828651,47.0245,48.1121,17.622,10.0,32.0
2009_Temple,A10,34,22,108.278,94.845,0.820554,51.186,46.349,19.281,11.0,
2009_VCU,CAA,34,24,108.472,95.249,0.816355,52.065,45.027,19.07,11.0,
2009_Utah_St_,WAC,34,29,116.117,102.017,0.815756,55.74,47.386,18.24,11.0,
2009_Mississippi_St_,SEC,35,22,108.277,96.056,0.79916,50.0125,44.717,19.9123,13.0,
2009_Boston_College,ACC,34,22,113.43,100.7142,0.795162,49.7142,47.492,19.7108,7.0,
2009_Siena,MAAC,35,27,110.356,98.287,0.791464,51.089,49.2166,18.24,9.0,32.0
2009_Cleveland_St_,Horz,34,23,104.513,93.534,0.78107,46.9255,46.452,18.966,13.0,32.0
2009_Dayton,A10,35,27,102.7156,92.722,0.764378,47.0245,45.634,20.5166,11.0,32.0
2009_North_Dakota_St_,Sum,31,24,113.529,102.7185,0.76018,54.218,49.8196,16.813,14.0,
2009_Northern_Iowa,MVC,33,22,109.466,100.013,0.738483,51.67,48.7143,18.55,12.0,
2009_Western_Kentucky,SB,33,24,110.16,102.1173,0.705492,52.456,49.5179,20.1141,12.0,32.0
2009_Akron,MAC,35,22,102.9153,95.653,0.698293,48.1206,45.533,20.7179,13.0,
2009_Stephen_F__Austin,Slnd,28,20,95.2278,89.67,0.6689101,47.4231,42.83,17.828,14.0,
2009_Cal_St__Northridge,BW,30,16,102.4163,97.068,0.6517104,51.67,48.5138,24.432,15.0,
2009_Cornell,Ivy,29,19,107.488,102.1172,0.642011,53.529,46.555,19.598,14.0,
2009_East_Tennessee_St_,ASun,33,22,104.9119,100.3136,0.6271114,50.7101,48.0115,18.966,16.0,
2009_American,Pat,32,24,104.2134,99.9128,0.6181115,53.725,45.23,21.221,14.0,
2009_Portland_St_,BSky,30,20,108.18,105.0239,0.5816129,53.529,51.0253,19.8114,13.0,
2009_Robert_Morris,NEC,35,24,102.0173,100.0131,0.5564141,53.431,48.8148,22.4263,15.0,
2009_Morgan_St_,MEAC,34,22,99.0222,98.8102,0.5055162,46.4268,44.717,19.598,15.0,
2009_Morehead_St_,OVC,34,18,101.019,101.6158,0.4850167,47.8215,48.413,23.2294,16.0,
2009_Binghamton,AE,31,22,101.6178,102.3176,0.480317,49.4151,46.661,19.7108,15.0,
2009_Radford,BSth,30,18,100.1211,101.9164,0.4492186,49.8136,46.97,22.627,16.0,
2009_Alabama_St_,SWAC,30,20,98.9225,102.0171,0.4119204,51.089,43.34,20.5166,16.0,
2009_Chattanooga,SC,33,16,103.0148,107.9284,0.3698218,50.4107,52.7309,21.5218,16.0,
2012_Kentucky,SEC,40,38,123.52,90.49,0.97301,53.813,42.01,17.121,1.0,1.0
2012_Ohio_St_,B10,39,31,117.96,88.12,0.96602,52.156,46.452,17.634,2.0,4.0
2012_Michigan_St_,B10,37,29,114.32,88.33,0.95103,52.74,43.34,19.9156,1.0,16.0
2012_Kansas,B12,39,32,114.122,88.64,0.94844,52.35,43.46,19.2115,2.0,2.0
2012_North_Carolina,ACC,38,32,116.512,90.511,0.94755,49.8138,45.025,16.49,1.0,8.0
2012_Syracuse,BE,37,34,117.78,93.02,0.93726,52.156,44.215,16.17,1.0,8.0
2012_Wisconsin,B10,36,26,114.221,90.41,0.93577,50.1126,42.52,15.02,4.0,16.0
2012_Missouri,B12,35,30,126.21,100.2129,0.93398,58.01,50.1222,15.43,2.0,
2012_Wichita_St_,MVC,32,26,116.81,93.624,0.92749,53.813,44.822,17.945,5.0,
2012_Florida,SEC,37,26,121.83,97.98,0.92511,54.88,47.8116,16.92,7.0,8.0
2012_Indiana,B10,36,27,121.24,98.288,0.918211,55.26,48.1137,19.2115,4.0,16.0
2012_Vanderbilt,SEC,36,25,116.314,94.43,0.916712,54.11,46.976,20.0159,5.0,32.0
2012_Memphis,CUSA,35,26,113.725,92.417,0.915813,54.012,43.46,18.781,8.0,
2012_Georgetown,BE,32,23,111.737,90.712,0.915714,51.473,43.13,19.6136,3.0,32.0
2012_Saint_Louis,A10,33,25,111.836,90.913,0.915115,51.864,45.126,17.945,9.0,32.0
2012_Louisville,BE,40,30,105.7118,86.41,0.910216,47.3242,43.34,20.7201,4.0,4.0
2012_Baylor,B12,37,29,116.413,95.644,0.906317,52.35,47.6105,20.4181,3.0,8.0
2012_Duke,ACC,34,27,117.29,96.961,0.899318,52.838,47.185,17.739,2.0,
2012_New_Mexico,MWC,34,27,110.847,91.614,0.898519,52.838,44.416,20.0159,5.0,32.0
2012_Marquette,BE,35,27,111.242,92.115,0.89792,50.1126,45.43,18.675,3.0,16.0
2012_Florida_St_,ACC,35,25,108.272,90.28,0.890921,51.279,43.78,23.6324,3.0,32.0
2012_Cincinnati,BE,37,26,110.748,92.919,0.883022,48.02,46.246,16.818,6.0,16.0
2012_Gonzaga,WCC,33,26,113.427,95.241,0.882123,53.518,46.662,19.7147,7.0,32.0
2012_Michigan,B10,33,23,114.717,96.963,0.874724,53.423,49.0172,17.634,4.0,
2012_Purdue,B10,35,22,117.87,99.5108,0.874525,51.181,49.921,13.51,10.0,32.0
2012_Iowa_St_,B12,34,23,113.924,96.758,0.867526,52.642,48.6159,18.358,8.0,32.0
2012_Alabama,SEC,33,21,105.512,89.76,0.866227,49.1167,43.78,20.2167,9.0,
2012_Kansas_St_,B12,33,22,109.461,93.222,0.863428,48.9175,46.041,21.224,8.0,32.0
2012_Virginia,ACC,32,22,104.5134,89.15,0.862429,50.799,44.72,18.781,10.0,
2012_UNLV,MWC,33,24,109.264,93.323,0.85893,52.74,46.349,19.2115,6.0,
2012_Temple,A10,31,23,114.023,97.671,0.856931,52.934,48.4149,18.049,5.0,
2012_California,P12,34,24,110.252,94.833,0.850733,51.765,46.559,18.255,12.0,
2012_Belmont,ASun,34,26,116.711,100.3132,0.850134,55.55,48.3146,17.634,14.0,
2012_N_C__State,ACC,37,24,112.63,97.267,0.845335,50.4118,47.185,18.781,11.0,16.0
2012_Connecticut,BE,34,20,111.045,96.251,0.838036,50.0134,44.619,19.098,9.0,
2012_VCU,CAA,36,29,107.487,93.121,0.837137,47.6223,47.398,17.426,12.0,32.0
2012_Creighton,MVC,35,29,119.45,103.72,0.835438,57.82,49.6196,17.739,8.0,32.0
2012_South_Florida,BE,35,21,103.4153,90.17,0.829739,48.319,44.114,22.5295,12.0,32.0
2012_St__Bonaventure,A10,32,20,112.134,97.981,0.82674,50.895,47.185,21.525,14.0,
2012_Harvard,Ivy,30,25,108.77,95.036,0.824641,52.545,45.43,20.4181,12.0,
2012_Murray_St_,OVC,30,28,106.993,93.826,0.819442,53.518,45.636,20.7201,6.0,32.0
2012_Texas,B12,34,20,111.638,97.982,0.818443,48.5183,46.976,18.675,11.0,
2012_West_Virginia,BE,33,19,111.44,97.879,0.816945,48.319,49.8207,19.2115,10.0,
2012_Long_Beach_St_,BW,32,23,109.362,96.656,0.805649,52.35,47.7109,19.1105,12.0,
2012_Saint_Mary_s,WCC,31,25,112.532,99.6112,0.802951,53.325,48.4149,18.151,7.0,
2012_Ohio,MAC,36,28,106.994,94.935,0.798153,48.9175,47.185,19.3123,13.0,16.0
2012_Notre_Dame,BE,34,22,109.954,97.774,0.794756,49.5149,45.839,16.17,7.0,
2012_Xavier,A10,36,23,108.275,96.86,0.78226,49.7142,45.636,18.564,10.0,16.0
2012_BYU,WCC,33,24,104.9126,93.928,0.782161,52.06,47.7109,18.151,14.0,
2012_Davidson,SC,32,24,111.835,100.1124,0.780863,50.991,47.293,17.222,13.0,
2012_South_Dakota_St_,Sum,33,25,112.728,101.1144,0.778065,53.716,50.0216,15.85,14.0,
2012_Colorado,P12,34,22,105.0125,94.631,0.768767,49.5149,46.976,19.6136,11.0,32.0
2012_Iona,MAAC,33,25,114.718,103.7199,0.762068,56.54,51.1253,17.426,14.0,
2012_San_Diego_St_,MWC,32,24,106.3104,96.25,0.760271,50.1126,47.081,18.781,6.0,
2012_Southern_Miss,CUSA,32,23,111.341,100.7137,0.759273,46.228,50.5234,16.49,9.0,
2012_New_Mexico_St_,WAC,34,24,107.88,98.895,0.731782,51.086,48.3146,20.8213,13.0,
2012_Colorado_St_,MWC,32,20,111.439,102.8181,0.716587,53.032,50.3228,19.6136,11.0,
2012_Lehigh,Pat,34,26,107.682,99.3102,0.715888,50.4118,47.293,16.512,15.0,32.0
2012_Montana,BSky,30,23,102.4167,96.454,0.6663107,52.545,45.329,18.564,13.0,
2012_Detroit_Mercy,Horz,34,20,107.585,102.818,0.6250121,48.02,50.9245,19.1105,15.0,
2012_Vermont,AE,36,24,103.9145,100.1123,0.6058128,49.3161,45.532,19.4126,16.0,
2012_UNC_Asheville,BSth,31,21,108.869,104.8215,0.6054129,52.642,51.3259,19.2115,16.0,
2012_Lamar,Slnd,33,21,106.0108,102.4172,0.5989131,46.228,46.976,17.53,16.0,
2012_Loyola_MD,MAAC,33,24,103.5149,100.1126,0.5934135,47.2248,47.8116,20.6191,15.0,
2012_LIU,NEC,34,25,109.363,107.9277,0.5352159,53.226,49.4191,21.4248,16.0,
2012_Norfolk_St_,MEAC,34,25,100.0221,102.1168,0.4401187,49.4154,46.452,21.0226,15.0,32.0
2012_Western_Kentucky,SB,35,16,97.8263,100.012,0.4375189,44.4321,47.4102,22.1272,16.0,
2012_Mississippi_Valley_St_,SWAC,34,21,96.0287,105.1222,0.2612269,46.3276,49.6196,20.6191,16.0,
2014_Louisville,Amer,37,31,119.41,88.22,0.97001,53.53,43.95,15.323,4.0,16.0
2014_Arizona,P12,38,33,116.719,88.11,0.96232,51.773,42.31,15.73,1.0,8.0
2014_Florida,SEC,39,36,116.42,89.13,0.95603,52.259,45.427,17.511,1.0,4.0
2014_Virginia,ACC,37,30,115.226,90.25,0.94294,50.8116,44.27,16.559,1.0,16.0
2014_Wisconsin,B10,38,30,123.24,96.738,0.94225,53.332,47.276,12.72,2.0,4.0
2014_Duke,ACC,35,26,126.41,99.471,0.94106,53.826,49.315,14.61,3.0,
2014_Tennessee,SEC,36,23,118.713,94.017,0.93587,49.8159,46.554,16.87,11.0,16.0
2014_Michigan_St_,B10,38,29,120.16,96.032,0.92978,54.514,45.835,17.4105,4.0,8.0
2014_Wichita_St_,MVC,35,34,117.018,93.613,0.92889,52.447,44.718,16.249,1.0,32.0
2014_Michigan,B10,37,28,125.53,100.689,0.92701,55.78,49.4153,14.815,2.0,8.0
2014_Kansas,B12,35,25,119.78,96.335,0.924111,54.217,47.173,19.1238,2.0,32.0
2014_Villanova,BE,34,29,115.723,93.111,0.923912,53.629,46.349,17.398,2.0,32.0
2014_Pittsburgh,ACC,36,26,117.717,94.72,0.923813,50.7117,46.76,16.353,9.0,32.0
2014_Connecticut,Amer,40,32,113.049,92.09,0.914414,51.582,44.615,17.398,7.0,1.0
2014_UCLA,P12,37,28,119.69,97.346,0.914115,54.12,49.9177,14.58,4.0,16.0
2014_Syracuse,ACC,34,28,114.731,93.512,0.912916,48.2227,48.0108,14.815,3.0,32.0
2014_Creighton,BE,35,27,125.72,102.6126,0.911517,58.91,48.512,15.018,3.0,32.0
2014_Ohio_St_,B10,35,25,108.9108,89.24,0.908218,50.3134,45.223,17.287,6.0,
2014_Iowa,B10,33,20,121.75,99.977,0.905819,51.1104,47.482,15.938,11.0,
2014_Gonzaga,WCC,35,28,114.239,94.016,0.90452,55.21,44.615,17.4105,8.0,32.0
2014_Oklahoma_St_,B12,34,21,116.221,95.528,0.904421,52.447,46.349,14.711,9.0,
2014_Kentucky,SEC,40,29,117.716,96.941,0.903322,49.9149,46.04,18.115,8.0,2.0
2014_San_Diego_St_,MWC,34,29,110.091,91.38,0.894623,46.7285,44.49,15.222,4.0,16.0
2014_VCU,A10,35,26,108.8109,90.56,0.893224,47.9243,47.897,17.287,5.0,
2014_Iowa_St_,B12,36,28,119.111,99.572,0.887425,54.217,47.793,14.58,3.0,16.0
2014_Baylor,B12,36,24,119.77,100.281,0.885726,51.39,48.7125,17.8131,6.0,16.0
2014_North_Carolina,ACC,34,24,113.941,95.424,0.884927,49.9149,47.068,16.973,6.0,32.0
2014_Oklahoma,B12,33,23,118.712,100.28,0.875928,51.773,49.7168,15.73,5.0,
2014_Cincinnati,Amer,34,27,109.2104,92.21,0.875729,47.7248,44.819,17.4105,5.0,
2014_Oregon,P12,34,24,118.714,100.791,0.86883,53.53,49.114,16.143,7.0,32.0
2014_New_Mexico,MWC,34,27,113.447,96.336,0.867531,51.1104,45.021,15.938,7.0,
2014_Harvard,Ivy,31,26,112.654,95.931,0.863733,52.163,46.244,17.6119,12.0,32.0
2014_Saint_Joseph_s,A10,34,24,114.437,98.257,0.851834,53.924,47.897,18.7198,10.0,
2014_Texas,B12,35,24,112.95,97.447,0.845636,47.426,46.554,17.511,7.0,32.0
2014_Memphis,Amer,33,23,113.148,97.651,0.844337,51.967,48.4117,18.6191,8.0,32.0
2014_Saint_Louis,A10,33,26,105.5173,91.17,0.844338,49.6166,44.49,18.6191,5.0,32.0
2014_Kansas_St_,B12,33,20,108.4119,93.614,0.843139,48.7209,45.325,18.5183,9.0,
2014_Stanford,P12,36,23,112.258,97.245,0.838841,51.39,48.0108,17.077,10.0,16.0
2014_Arizona_St_,P12,33,21,110.977,97.144,0.820646,52.447,46.349,16.353,10.0,
2014_Providence,BE,35,22,115.424,101.2101,0.820047,48.3222,48.9131,17.398,11.0,
2014_Dayton,A10,37,26,113.545,99.775,0.81575,52.447,48.8127,18.115,11.0,8.0
2014_Nebraska,B10,32,19,108.8112,95.829,0.812751,48.3222,47.688,16.767,11.0,
2014_George_Washington,A10,33,24,110.878,97.65,0.811352,51.582,47.276,19.0232,9.0,
2014_BYU,WCC,34,22,114.438,101.199,0.805054,50.612,49.114,15.323,10.0,
2014_N_C__State,ACC,36,22,115.425,102.1114,0.802956,50.0144,47.584,15.834,12.0,
2014_Xavier,BE,34,21,112.653,100.282,0.79196,51.773,49.4153,18.7198,12.0,
2014_Massachusetts,A10,33,24,109.696,97.549,0.791961,50.4128,46.657,18.8211,6.0,
2014_Colorado,P12,35,23,107.4134,96.739,0.769165,48.3222,49.4153,19.7264,8.0,
2014_North_Dakota_St_,Sum,30,23,114.634,103.6143,0.761468,54.514,49.8172,15.628,12.0,32.0
2014_Stephen_F__Austin,Slnd,33,30,112.751,102.2115,0.75417,52.353,50.5206,16.973,12.0,32.0
2014_Tulsa,CUSA,34,21,106.2157,96.537,0.752071,49.2186,46.452,16.767,13.0,
2014_Manhattan,MAAC,33,25,106.9142,97.143,0.751873,50.7117,45.427,19.7264,13.0,
2014_New_Mexico_St_,WAC,35,25,112.357,102.6124,0.740276,53.233,44.49,18.7198,13.0,
2014_North_Carolina_Central,MEAC,32,26,108.6114,100.793,0.704692,50.2138,44.49,17.287,14.0,
2014_Mercer,ASun,33,24,110.39,102.4121,0.699594,54.023,46.864,17.511,14.0,32.0
2014_Louisiana,SB,32,20,111.962,105.6183,0.6614111,51.582,50.4202,18.8211,14.0,
2014_Delaware,CAA,35,25,111.467,106.6201,0.623712,50.4128,49.4153,13.44,13.0,
2014_American,Pat,33,20,102.5221,98.256,0.6193121,55.87,46.452,23.1345,15.0,
2014_Eastern_Kentucky,OVC,32,22,112.652,108.5232,0.6039127,56.74,55.7342,15.834,15.0,
2014_Western_Michigan,MAC,32,22,106.016,103.3136,0.5730135,52.066,47.688,20.9316,14.0,
2014_Milwaukee,Horz,34,20,104.9182,104.5159,0.5123164,49.119,49.114,19.9275,15.0,
2014_Albany,AE,34,19,103.5202,103.7145,0.495317,48.8203,48.3116,19.7264,16.0,
2014_Weber_St_,BSky,29,17,106.8146,107.2214,0.4869174,54.12,47.897,19.0232,16.0,
2014_Cal_Poly,BW,32,12,102.6217,105.0169,0.4358194,46.0316,49.315,14.711,16.0,
2014_Wofford,SC,30,17,100.4264,102.8128,0.4308197,48.8203,49.5162,16.456,15.0,
2014_Mount_St__Mary_s,NEC,33,16,107.8125,111.6288,0.401321,51.582,53.5319,16.767,16.0,
2014_Coastal_Carolina,BSth,31,18,98.9281,102.5122,0.3982213,48.0238,47.584,20.2285,16.0,
2014_Texas_Southern,SWAC,33,18,106.9144,113.3318,0.3370243,51.773,50.2193,19.3249,16.0,
2021_Gonzaga,WCC,32,31,125.91,90.911,0.97681,61.01,47.758,16.136,1.0,2.0
2021_Baylor,B12,30,28,124.92,92.925,0.96772,56.56,48.9118,16.554,1.0,1.0
2021_Houston,Amer,32,28,119.16,91.312,0.95543,50.4148,43.92,16.242,2.0,4.0
2021_Illinois,B10,31,24,116.98,90.61,0.94914,55.612,46.529,18.1125,1.0,32.0
2021_Michigan,B10,28,23,116.69,90.69,0.94775,54.724,44.45,16.656,1.0,8.0
2021_Iowa,B10,31,22,123.43,97.276,0.93986,54.724,48.8114,13.31,2.0,32.0
2021_USC,P12,33,25,114.317,90.58,0.93617,52.76,44.97,18.012,6.0,8.0
2021_Colorado,P12,32,23,115.713,92.523,0.92918,52.469,47.966,17.178,5.0,32.0
2021_Alabama,SEC,33,26,111.932,89.73,0.92779,51.79,45.816,18.6156,2.0,16.0
2021_Florida_St_,ACC,25,18,115.214,93.027,0.92111,54.036,46.124,20.425,4.0,16.0
2021_Ohio_St_,B10,31,21,120.44,97.378,0.920411,52.958,48.7108,15.515,2.0,
2021_Wisconsin,B10,31,18,112.528,91.313,0.916612,49.9174,47.966,13.63,9.0,32.0
2021_Loyola_Chicago,MVC,31,26,109.751,89.22,0.915013,55.71,47.245,18.3137,8.0,16.0
2021_Villanova,BE,25,18,118.57,96.869,0.910714,53.248,51.021,13.74,5.0,16.0
2021_Connecticut,BE,23,15,114.118,93.53,0.907915,49.0211,46.733,17.598,7.0,
2021_Texas_Tech,B12,29,18,111.931,91.918,0.906316,49.4194,47.758,16.033,6.0,32.0
2021_San_Diego_St_,MWC,28,23,111.235,91.515,0.904317,52.469,47.554,16.761,6.0,
2021_UCLA,P12,32,22,115.911,95.654,0.902318,52.082,50.4187,15.723,11.0,4.0
2021_Texas,B12,27,19,112.725,93.128,0.899619,52.958,46.02,20.7262,3.0,
2021_West_Virginia,B12,29,19,116.11,96.565,0.89412,48.9217,51.021,16.866,3.0,32.0
2021_LSU,SEC,29,19,119.85,99.5116,0.893921,52.373,48.597,15.618,8.0,32.0
2021_Virginia,ACC,25,18,113.72,94.54,0.893822,55.414,48.073,15.07,4.0,
2021_Creighton,BE,31,22,112.626,93.632,0.892924,55.018,47.039,15.723,5.0,16.0
2021_BYU,WCC,27,20,112.923,94.035,0.892225,54.921,46.938,19.0175,6.0,
2021_Arkansas,SEC,32,25,109.847,91.414,0.891226,50.7128,47.966,17.178,3.0,8.0
2021_Tennessee,SEC,27,18,107.78,90.04,0.887227,49.6189,46.325,18.2131,5.0,
2021_Purdue,B10,28,18,112.33,94.337,0.882029,51.0119,48.8114,18.6156,4.0,
2021_Oregon,P12,28,21,115.912,97.581,0.88003,54.33,50.8199,16.761,7.0,16.0
2021_Kansas,B12,30,21,108.859,91.617,0.878331,49.4194,48.073,17.178,3.0,32.0
2021_Georgia_Tech,ACC,26,17,113.819,96.26,0.873633,54.134,52.4267,16.136,9.0,
2021_Maryland,B10,31,17,111.933,94.946,0.869734,53.248,48.7108,16.761,10.0,32.0
2021_St__Bonaventure,A10,21,16,109.846,93.329,0.867035,49.818,45.511,16.451,9.0,
2021_Oklahoma_St_,B12,30,21,108.562,92.322,0.865936,51.2105,47.143,20.9273,4.0,32.0
2021_North_Carolina,ACC,29,18,109.155,93.026,0.861537,48.3249,49.1125,20.425,8.0,
2021_Syracuse,ACC,28,18,113.421,96.868,0.860238,51.2105,48.073,16.451,11.0,16.0
2021_Florida,SEC,25,15,110.244,94.439,0.855939,53.152,47.863,21.2287,7.0,32.0
2021_Oklahoma,B12,27,16,111.734,95.856,0.85494,50.8123,49.1125,15.723,8.0,32.0
2021_Missouri,SEC,26,16,111.236,95.653,0.850541,50.8123,48.597,18.7163,9.0,
2021_Rutgers,B10,28,16,106.794,92.12,0.844942,50.1165,47.347,16.866,10.0,32.0
2021_Clemson,ACC,24,16,105.9105,91.516,0.842143,50.0169,48.7108,19.4191,7.0,
2021_VCU,A10,26,19,104.5123,90.36,0.842144,50.9121,45.816,20.7262,10.0,
2021_Utah_St_,MWC,29,20,104.3126,90.47,0.839346,49.818,45.613,20.1234,11.0,
2021_Virginia_Tech,ACC,22,15,109.553,95.047,0.83685,52.373,48.9118,17.39,10.0,
2021_Georgetown,BE,26,13,108.761,94.744,0.829452,49.4194,48.9118,21.5299,12.0,
2021_Oregon_St_,P12,33,20,111.138,96.871,0.829253,49.0211,48.6103,17.6102,12.0,8.0
2021_Michigan_St_,B10,28,15,106.893,94.743,0.800459,48.1257,48.073,18.8167,11.0,
2021_Wichita_St_,Amer,22,16,108.465,97.379,0.774869,47.1288,47.039,15.829,11.0,
2021_UC_Santa_Barbara,BW,27,22,108.464,97.584,0.77137,52.662,47.863,16.451,12.0,
2021_Ohio,MAC,25,17,110.541,99.612,0.768074,54.724,50.8199,17.178,13.0,32.0
2021_Drake,MVC,31,26,110.74,100.6138,0.751479,53.444,48.387,15.312,11.0,
2021_Colgate,Pat,16,14,110.442,100.4135,0.74948,56.65,45.816,14.75,14.0,
2021_North_Texas,CUSA,28,18,105.7107,96.263,0.748181,53.84,46.428,19.9223,13.0,32.0
2021_Eastern_Washington,BSky,24,16,109.554,101.115,0.71309,54.232,48.073,16.656,14.0,
2021_Winthrop,BSth,25,23,104.7119,97.174,0.703394,52.662,49.1125,19.3185,12.0,
2021_Liberty,ASun,29,23,109.056,101.2153,0.701796,56.93,47.863,16.033,13.0,
2021_Grand_Canyon,WAC,24,17,104.4124,97.175,0.69601,52.566,45.511,20.0227,15.0,
2021_Abilene_Christian,Slnd,29,24,100.5202,93.733,0.6932102,51.2105,46.02,19.2183,14.0,32.0
2021_UNC_Greensboro,SC,30,21,101.9172,97.586,0.6234115,47.9264,48.286,15.618,13.0,
2021_Oral_Roberts,Sum,29,18,107.875,104.3216,0.5942123,53.056,50.1175,15.515,15.0,16.0
2021_Morehead_St_,OVC,31,23,100.1209,98.09,0.5617134,52.277,47.452,23.1333,14.0,
2021_Iona,MAAC,18,12,100.9195,99.0106,0.5550135,50.7128,46.02,22.5326,15.0,
2021_Drexel,CAA,20,12,106.795,104.8232,0.5515138,53.345,50.1175,19.4191,16.0,
2021_Cleveland_St_,Horz,27,19,100.5203,101.8162,0.4624181,50.5138,49.1125,18.6156,15.0,
2021_Hartford,AE,24,15,97.1264,99.1109,0.4399185,49.9174,47.758,19.6204,16.0,
2021_Norfolk_St_,MEAC,25,17,98.2245,102.2176,0.3868204,48.7226,47.554,17.6102,16.0,
2021_Texas_Southern,SWAC,26,17,98.125,103.4199,0.3537215,47.7273,46.837,20.8269,16.0,
2021_Mount_St__Mary_s,NEC,23,12,95.3286,100.9143,0.3409222,48.6234,45.41,20.1234,16.0,
2021_Appalachian_St_,SB,29,17,97.6259,103.6207,0.3348228,46.9293,50.0169,17.7107,16.0,
2016_Villanova,BE,40,35,124.02,92.06,0.96881,56.18,46.741,16.355,2.0,1.0
2016_Kansas,B12,37,32,121.68,91.44,0.96392,55.71,45.116,17.8151,1.0,8.0
2016_Virginia,ACC,37,29,120.89,92.17,0.95743,54.817,48.494,15.113,1.0,8.0
2016_North_Carolina,ACC,40,33,124.31,96.127,0.95074,52.653,48.183,15.421,1.0,2.0
2016_Kentucky,SEC,36,27,123.93,96.33,0.94775,53.539,44.56,16.249,4.0,32.0
2016_Michigan_St_,B10,35,29,123.44,97.139,0.94056,56.37,43.33,17.6133,2.0,
2016_West_Virginia,B12,35,26,115.726,91.65,0.93617,49.8174,48.494,20.0291,3.0,
2016_Oklahoma,B12,37,29,119.112,94.517,0.93478,54.322,47.255,18.3193,2.0,4.0
2016_Purdue,B10,35,26,118.119,94.415,0.92989,53.635,44.34,17.7139,5.0,
2016_Wichita_St_,MVC,34,25,111.171,89.01,0.92771,48.9221,44.71,14.79,11.0,32.0
2016_Gonzaga,WCC,35,27,118.417,95.625,0.921112,55.213,44.812,17.11,11.0,16.0
2016_Xavier,BE,34,28,117.82,95.324,0.919313,51.4105,47.873,17.4117,2.0,32.0
2016_Miami_FL,ACC,35,27,120.31,97.749,0.916514,54.223,48.39,16.569,3.0,16.0
2016_Indiana,B10,35,27,122.15,99.573,0.913615,58.71,49.8167,19.6272,5.0,16.0
2016_Oregon,P12,37,30,119.111,97.14,0.912716,52.36,48.9113,16.144,1.0,8.0
2016_Vanderbilt,SEC,33,19,115.229,94.313,0.909617,52.948,43.12,16.883,11.0,
2016_Texas_A_M,SEC,37,28,113.939,93.31,0.908418,51.2114,47.462,17.4117,3.0,16.0
2016_Duke,ACC,36,25,121.97,100.082,0.907519,53.734,49.514,14.34,4.0,16.0
2016_Iowa_St_,B12,35,23,122.16,100.287,0.90682,57.15,49.8167,15.73,4.0,16.0
